Date,Campaign Name,Total Unique Users,Total Visitors Completed,Impressions,Number of Clicks,Number of Conversions,Advertising Channel,Device Type,OS,Browser,Geographic Location,Start Time of Session,End Time of Session,Platform,Total Cost
2023-10-23,fall_campaign,590,448,1182,1109,549,Email Marketing,Desktop,Android,Chrome,Quebec City,2023-10-23 07:25:50,2023-10-23 09:25:50,Facebook,523
2023-01-02,winter_campaign,848,708,1847,1819,1778,Email Marketing,Tablet,Windows,Chrome,Calgary,2023-01-02 02:21:21,2023-01-02 05:21:21,Google,841
2023-07-02,summer_campaign,514,421,1875,586,351,Search Engine,Tablet,Android,Firefox,Vancouver,2023-07-02 18:15:32,2023-07-02 19:15:32,Facebook,943
2023-06-25,summer_campaign,1820,1283,3119,2266,1537,Social Media,Mobile,Android,Safari,Montreal,2023-06-25 12:47:37,2023-06-25 14:47:37,YouTube,102
2023-06-11,summer_campaign,1040,523,1892,1190,17,Email Marketing,Desktop,Android,Safari,Calgary,2023-06-11 05:29:48,2023-06-11 06:29:48,Google,441
2023-05-04,spring_campaign,1660,1644,2342,2076,1324,Email Marketing,Tablet,Windows,Safari,Winnipeg,2023-05-04 10:50:30,2023-05-04 12:50:30,Google,432
2023-10-02,fall_campaign,1512,1062,1300,231,182,Email Marketing,Desktop,Android,Firefox,Winnipeg,2023-10-02 01:51:22,2023-10-02 02:51:22,Facebook,696
2023-09-07,fall_campaign,1403,641,2104,1972,1188,Search Engine,Desktop,Android,Chrome,Quebec City,2023-09-07 19:55:30,2023-09-08 00:55:30,YouTube,120
2023-02-21,winter_campaign,615,513,1215,56,38,Search Engine,Tablet,iOS,Chrome,Ottawa,2023-02-21 17:21:49,2023-02-21 20:21:49,Facebook,411
2023-12-15,winter_campaign,641,571,4477,2610,1271,Social Media,Tablet,Android,Chrome,Calgary,2023-12-15 05:28:12,2023-12-15 07:28:12,Google,616
2023-09-09,fall_campaign,1313,662,3552,3473,1308,Email Marketing,Mobile,iOS,Chrome,Montreal,2023-09-09 11:40:30,2023-09-09 13:40:30,Google,149
2023-01-23,winter_campaign,1466,1101,1258,251,107,Social Media,Desktop,Windows,Firefox,Hamilton,2023-01-23 06:25:08,2023-01-23 07:25:08,YouTube,294
2023-07-07,summer_campaign,1571,751,2203,2172,1329,Social Media,Tablet,Windows,Firefox,Calgary,2023-07-07 17:37:53,2023-07-07 19:37:53,Facebook,572
2023-05-04,spring_campaign,1375,475,4151,2480,282,Social Media,Tablet,iOS,Chrome,Montreal,2023-05-04 07:58:19,2023-05-04 12:58:19,YouTube,935
2023-07-28,summer_campaign,1278,1198,3347,1228,91,Search Engine,Tablet,Windows,Chrome,Quebec City,2023-07-28 13:49:04,2023-07-28 17:49:04,Google,712
2023-06-30,summer_campaign,776,473,1612,1499,271,Social Media,Desktop,Windows,Chrome,Edmonton,2023-06-30 12:01:39,2023-06-30 14:01:39,Google,187
2023-03-06,spring_campaign,1307,949,2477,1658,636,Email Marketing,Tablet,Windows,Firefox,Calgary,2023-03-06 16:06:09,2023-03-06 18:06:09,Google,961
2023-09-04,fall_campaign,1274,412,3118,2834,980,Search Engine,Mobile,Android,Chrome,Edmonton,2023-09-04 09:24:43,2023-09-04 13:24:43,Facebook,736
2023-07-23,summer_campaign,1853,729,2894,2165,1225,Social Media,Desktop,Windows,Chrome,Hamilton,2023-07-23 06:17:50,2023-07-23 08:17:50,Facebook,137
2023-06-12,summer_campaign,859,547,4709,107,88,Search Engine,Desktop,Android,Safari,London,2023-06-12 20:43:37,2023-06-12 23:43:37,Facebook,274
2023-05-11,spring_campaign,898,623,4384,4283,2270,Email Marketing,Desktop,Windows,Firefox,London,2023-05-11 15:18:38,2023-05-11 16:18:38,Google,237
2023-12-08,winter_campaign,1618,1077,2915,2820,1992,Email Marketing,Tablet,iOS,Chrome,Hamilton,2023-12-08 23:04:21,2023-12-09 01:04:21,Google,333
2023-05-06,spring_campaign,520,465,1803,1223,934,Search Engine,Mobile,Windows,Safari,Hamilton,2023-05-06 11:47:59,2023-05-06 13:47:59,Facebook,229
2023-07-17,summer_campaign,1373,905,4215,1229,749,Email Marketing,Tablet,Android,Chrome,Quebec City,2023-07-17 22:22:09,2023-07-18 02:22:09,Google,383
2023-03-10,spring_campaign,1573,788,1970,1195,1080,Social Media,Tablet,Android,Chrome,Quebec City,2023-03-10 05:06:24,2023-03-10 07:06:24,Facebook,666
2023-03-01,spring_campaign,1287,1204,3619,1617,569,Email Marketing,Desktop,iOS,Safari,Calgary,2023-03-01 06:35:52,2023-03-01 09:35:52,YouTube,708
2023-10-10,fall_campaign,1509,1092,4998,4082,138,Social Media,Tablet,Windows,Firefox,Vancouver,2023-10-10 22:33:44,2023-10-11 02:33:44,Google,775
2023-01-06,winter_campaign,1103,808,4434,2053,1507,Search Engine,Desktop,iOS,Safari,Edmonton,2023-01-06 22:21:06,2023-01-07 00:21:06,Facebook,549
2023-05-22,spring_campaign,1841,1524,4291,3087,802,Search Engine,Tablet,Android,Safari,Hamilton,2023-05-22 00:04:40,2023-05-22 01:04:40,Facebook,650
2023-02-04,winter_campaign,1143,992,2750,2464,2057,Email Marketing,Desktop,iOS,Chrome,Vancouver,2023-02-04 19:11:46,2023-02-04 21:11:46,Google,502
2023-10-16,fall_campaign,797,603,2045,922,45,Search Engine,Tablet,Windows,Firefox,London,2023-10-16 09:18:01,2023-10-16 11:18:01,Facebook,244
2023-07-27,summer_campaign,1086,626,4910,1493,401,Email Marketing,Tablet,iOS,Firefox,Vancouver,2023-07-27 04:51:30,2023-07-27 07:51:30,YouTube,287
2023-06-16,summer_campaign,580,567,3927,2302,893,Social Media,Tablet,Windows,Firefox,Winnipeg,2023-06-16 22:25:20,2023-06-17 00:25:20,Facebook,352
2023-04-15,spring_campaign,1730,1478,3761,277,269,Social Media,Desktop,iOS,Safari,Montreal,2023-04-15 23:34:07,2023-04-16 04:34:07,Facebook,848
2023-08-06,summer_campaign,1051,1008,4098,970,405,Email Marketing,Mobile,Android,Firefox,Edmonton,2023-08-06 21:55:43,2023-08-07 02:55:43,YouTube,595
2023-11-02,fall_campaign,1026,871,3436,2931,1423,Search Engine,Tablet,iOS,Chrome,Quebec City,2023-11-02 16:43:52,2023-11-02 20:43:52,Google,811
2023-08-26,summer_campaign,1209,404,3944,1876,1622,Social Media,Tablet,Android,Safari,Quebec City,2023-08-26 16:17:17,2023-08-26 17:17:17,YouTube,134
2023-12-18,winter_campaign,1274,682,4926,3585,216,Social Media,Mobile,Android,Safari,Calgary,2023-12-18 10:58:20,2023-12-18 12:58:20,Google,350
2023-08-19,summer_campaign,623,463,4097,3806,3617,Search Engine,Desktop,Windows,Chrome,Hamilton,2023-08-19 12:19:34,2023-08-19 14:19:34,Facebook,330
2023-01-12,winter_campaign,573,430,1527,517,450,Search Engine,Tablet,iOS,Safari,Quebec City,2023-01-12 20:05:38,2023-01-12 22:05:38,Google,659
2023-03-27,spring_campaign,787,589,3631,1652,1265,Email Marketing,Desktop,Windows,Safari,Winnipeg,2023-03-27 09:01:55,2023-03-27 14:01:55,Facebook,671
2023-04-09,spring_campaign,1762,501,4691,1579,1102,Email Marketing,Tablet,Windows,Firefox,Winnipeg,2023-04-09 09:03:39,2023-04-09 12:03:39,Facebook,894
2023-09-03,fall_campaign,642,439,4537,1750,149,Search Engine,Desktop,iOS,Chrome,Vancouver,2023-09-03 14:20:55,2023-09-03 18:20:55,YouTube,525
2023-07-17,summer_campaign,1643,1516,1509,498,202,Social Media,Desktop,Windows,Firefox,Vancouver,2023-07-17 23:08:55,2023-07-18 01:08:55,Google,482
2023-08-13,summer_campaign,1528,1198,2993,1409,366,Email Marketing,Tablet,iOS,Chrome,Edmonton,2023-08-13 18:22:23,2023-08-13 23:22:23,YouTube,809
2023-07-09,summer_campaign,1835,1501,4647,1947,694,Email Marketing,Desktop,Windows,Safari,Quebec City,2023-07-09 12:39:27,2023-07-09 15:39:27,Facebook,741
2023-11-19,fall_campaign,1753,575,4718,1466,469,Search Engine,Desktop,Android,Safari,Hamilton,2023-11-19 06:41:02,2023-11-19 07:41:02,Google,391
2023-02-10,winter_campaign,1723,1553,3289,151,53,Email Marketing,Tablet,Android,Chrome,Vancouver,2023-02-10 14:49:26,2023-02-10 19:49:26,Google,806
2023-06-18,summer_campaign,579,417,4448,448,55,Email Marketing,Mobile,Android,Chrome,Ottawa,2023-06-18 16:41:09,2023-06-18 21:41:09,YouTube,759
2023-06-03,summer_campaign,1127,1065,1984,471,215,Social Media,Tablet,Windows,Firefox,Vancouver,2023-06-03 01:10:25,2023-06-03 04:10:25,YouTube,284
2023-10-27,fall_campaign,1512,684,1334,955,318,Search Engine,Desktop,Windows,Firefox,Hamilton,2023-10-27 06:37:08,2023-10-27 09:37:08,YouTube,173
2023-09-21,fall_campaign,1122,428,4480,3423,1702,Email Marketing,Desktop,Android,Chrome,Ottawa,2023-09-21 04:28:31,2023-09-21 09:28:31,Google,313
2023-12-02,winter_campaign,1767,1452,3185,3145,194,Social Media,Tablet,Android,Safari,Montreal,2023-12-02 12:08:57,2023-12-02 15:08:57,Google,529
2023-01-01,winter_campaign,1148,830,4280,3000,87,Social Media,Desktop,Windows,Chrome,London,2023-01-01 05:47:15,2023-01-01 06:47:15,Google,702
2023-11-23,fall_campaign,1702,692,1786,472,200,Social Media,Mobile,Android,Safari,Winnipeg,2023-11-23 23:03:27,2023-11-24 01:03:27,Google,264
2023-09-11,fall_campaign,1342,1244,3568,888,586,Social Media,Desktop,Android,Safari,Quebec City,2023-09-11 06:33:58,2023-09-11 10:33:58,Google,579
2023-02-19,winter_campaign,1815,584,3320,1498,427,Social Media,Desktop,Windows,Firefox,Toronto,2023-02-19 07:44:12,2023-02-19 08:44:12,Facebook,311
2023-05-05,spring_campaign,1312,1079,1673,281,144,Search Engine,Mobile,Android,Firefox,London,2023-05-05 15:23:32,2023-05-05 17:23:32,Facebook,251
2023-09-05,fall_campaign,1370,1146,2937,1562,1035,Social Media,Desktop,iOS,Firefox,Hamilton,2023-09-05 14:29:34,2023-09-05 18:29:34,YouTube,668
2023-06-27,summer_campaign,1279,675,4089,1919,727,Search Engine,Tablet,Windows,Safari,Ottawa,2023-06-27 21:45:18,2023-06-27 22:45:18,YouTube,911
2023-04-18,spring_campaign,614,554,2323,284,266,Email Marketing,Mobile,Windows,Safari,Toronto,2023-04-18 10:57:59,2023-04-18 15:57:59,Google,721
2023-11-13,fall_campaign,1419,1198,1066,356,262,Email Marketing,Tablet,Windows,Firefox,Calgary,2023-11-13 05:13:46,2023-11-13 10:13:46,Google,328
2023-04-19,spring_campaign,1629,542,4691,2913,2465,Social Media,Mobile,Android,Safari,Edmonton,2023-04-19 07:38:55,2023-04-19 11:38:55,YouTube,126
2023-04-28,spring_campaign,778,436,3002,245,243,Social Media,Tablet,Windows,Safari,Hamilton,2023-04-28 05:21:02,2023-04-28 06:21:02,Facebook,459
2023-01-28,winter_campaign,1946,1132,4616,3634,2518,Search Engine,Mobile,Android,Chrome,Winnipeg,2023-01-28 02:12:16,2023-01-28 06:12:16,Google,848
2023-11-13,fall_campaign,1624,531,1931,1513,1052,Social Media,Tablet,Android,Chrome,Edmonton,2023-11-13 08:44:48,2023-11-13 11:44:48,Google,571
2023-05-13,spring_campaign,1938,1581,3662,355,343,Social Media,Tablet,Android,Firefox,Calgary,2023-05-13 07:03:29,2023-05-13 09:03:29,Facebook,270
2023-08-26,summer_campaign,1770,1348,3702,1461,1267,Email Marketing,Desktop,Windows,Safari,Quebec City,2023-08-26 03:58:41,2023-08-26 05:58:41,YouTube,851
2023-07-23,summer_campaign,811,504,2158,1066,174,Email Marketing,Desktop,Android,Safari,Toronto,2023-07-23 01:54:35,2023-07-23 02:54:35,YouTube,706
2023-02-13,winter_campaign,1483,639,1649,1604,1048,Social Media,Mobile,Android,Firefox,Ottawa,2023-02-13 05:39:50,2023-02-13 06:39:50,Facebook,518
2023-05-09,spring_campaign,1629,1204,2767,172,54,Email Marketing,Desktop,iOS,Chrome,Toronto,2023-05-09 08:32:49,2023-05-09 11:32:49,YouTube,528
2023-06-24,summer_campaign,1493,669,4199,2922,1281,Email Marketing,Tablet,Windows,Chrome,Calgary,2023-06-24 17:45:38,2023-06-24 22:45:38,YouTube,397
2023-12-04,winter_campaign,1655,1502,4648,1375,451,Email Marketing,Tablet,iOS,Safari,Ottawa,2023-12-04 01:22:52,2023-12-04 06:22:52,Google,728
2023-08-13,summer_campaign,1780,566,4855,4830,4488,Social Media,Desktop,Windows,Firefox,Winnipeg,2023-08-13 23:44:06,2023-08-14 00:44:06,YouTube,513
2023-01-20,winter_campaign,689,651,4770,484,7,Social Media,Tablet,Windows,Chrome,Vancouver,2023-01-20 04:24:40,2023-01-20 09:24:40,Google,579
2023-12-11,winter_campaign,1825,444,3539,367,69,Email Marketing,Desktop,Android,Safari,Calgary,2023-12-11 15:59:30,2023-12-11 19:59:30,Facebook,233
2023-05-22,spring_campaign,1831,1468,2228,1230,1034,Search Engine,Mobile,iOS,Firefox,London,2023-05-22 19:29:46,2023-05-22 23:29:46,YouTube,641
2023-06-19,summer_campaign,1704,1094,3488,3182,1583,Email Marketing,Tablet,Android,Chrome,Quebec City,2023-06-19 07:46:05,2023-06-19 10:46:05,YouTube,496
2023-05-27,spring_campaign,1491,551,3266,548,502,Social Media,Mobile,Android,Chrome,Winnipeg,2023-05-27 03:42:29,2023-05-27 07:42:29,YouTube,672
2023-02-13,winter_campaign,1630,1388,4426,3644,1158,Email Marketing,Desktop,iOS,Chrome,Hamilton,2023-02-13 19:31:19,2023-02-13 21:31:19,YouTube,958
2023-05-09,spring_campaign,1336,1012,2813,1845,707,Social Media,Tablet,Android,Safari,Ottawa,2023-05-09 23:16:46,2023-05-10 04:16:46,YouTube,363
2023-03-18,spring_campaign,1925,902,1423,190,128,Social Media,Desktop,iOS,Firefox,Vancouver,2023-03-18 19:07:49,2023-03-18 23:07:49,Google,704
2023-06-09,summer_campaign,690,520,2945,404,323,Email Marketing,Tablet,Android,Firefox,Vancouver,2023-06-09 02:07:01,2023-06-09 05:07:01,Google,554
2023-02-03,winter_campaign,545,518,3769,3408,2480,Social Media,Tablet,Android,Safari,London,2023-02-03 17:37:47,2023-02-03 22:37:47,Facebook,155
2023-02-10,winter_campaign,767,546,4306,501,210,Search Engine,Desktop,Windows,Firefox,Winnipeg,2023-02-10 04:14:57,2023-02-10 07:14:57,Facebook,615
2023-08-21,summer_campaign,1947,1912,1474,735,21,Search Engine,Desktop,Android,Chrome,Hamilton,2023-08-21 14:32:09,2023-08-21 17:32:09,YouTube,147
2023-08-20,summer_campaign,618,422,2592,1218,546,Social Media,Desktop,Android,Firefox,Ottawa,2023-08-20 05:05:27,2023-08-20 06:05:27,YouTube,971
2023-09-26,fall_campaign,1701,515,4695,1895,432,Search Engine,Mobile,Android,Safari,London,2023-09-26 07:34:33,2023-09-26 09:34:33,Google,682
2023-01-28,winter_campaign,793,499,1111,451,397,Search Engine,Tablet,Android,Chrome,Toronto,2023-01-28 20:09:22,2023-01-29 00:09:22,YouTube,871
2023-09-11,fall_campaign,625,462,3198,2458,1469,Email Marketing,Tablet,Android,Firefox,Quebec City,2023-09-11 04:48:25,2023-09-11 07:48:25,Google,624
2023-05-09,spring_campaign,1532,607,4574,1536,577,Social Media,Mobile,iOS,Safari,Montreal,2023-05-09 02:25:45,2023-05-09 06:25:45,Google,281
2023-07-31,summer_campaign,725,467,1856,483,348,Social Media,Desktop,Windows,Firefox,Calgary,2023-07-31 03:47:24,2023-07-31 04:47:24,YouTube,526
2023-11-29,fall_campaign,1103,835,2677,999,542,Social Media,Mobile,Windows,Safari,Hamilton,2023-11-29 05:17:04,2023-11-29 06:17:04,YouTube,961
2023-12-25,winter_campaign,1250,448,2599,700,505,Search Engine,Desktop,Windows,Safari,Edmonton,2023-12-25 05:18:22,2023-12-25 08:18:22,Google,710
2023-04-02,spring_campaign,1153,752,3809,3647,2958,Search Engine,Desktop,Windows,Safari,Hamilton,2023-04-02 05:46:10,2023-04-02 08:46:10,Google,725
2023-12-07,winter_campaign,638,434,3550,3028,1670,Social Media,Tablet,Android,Safari,Vancouver,2023-12-07 10:20:56,2023-12-07 13:20:56,Facebook,834
2023-04-03,spring_campaign,1625,817,4311,1976,1657,Social Media,Mobile,Windows,Firefox,Calgary,2023-04-03 23:09:18,2023-04-04 02:09:18,Google,533
2023-12-01,winter_campaign,949,533,2579,2161,272,Search Engine,Mobile,Android,Firefox,Calgary,2023-12-01 21:53:19,2023-12-02 00:53:19,Google,411
2023-09-07,fall_campaign,664,661,4162,3938,553,Social Media,Desktop,iOS,Chrome,Edmonton,2023-09-07 14:10:27,2023-09-07 17:10:27,YouTube,214
2023-07-15,summer_campaign,1742,1055,4317,2595,265,Social Media,Tablet,Android,Chrome,Quebec City,2023-07-15 13:25:32,2023-07-15 18:25:32,Facebook,999
2023-07-11,summer_campaign,1689,977,3590,2001,357,Email Marketing,Mobile,iOS,Firefox,Vancouver,2023-07-11 15:20:11,2023-07-11 18:20:11,Google,410
2023-10-06,fall_campaign,1732,808,2874,2050,1595,Search Engine,Tablet,Windows,Chrome,Hamilton,2023-10-06 09:15:01,2023-10-06 14:15:01,YouTube,335
2023-09-15,fall_campaign,1742,914,2029,1155,794,Email Marketing,Mobile,iOS,Chrome,Winnipeg,2023-09-15 12:23:39,2023-09-15 16:23:39,Google,465
2023-12-25,winter_campaign,1107,805,2474,622,16,Search Engine,Desktop,iOS,Safari,Vancouver,2023-12-25 19:20:21,2023-12-26 00:20:21,YouTube,506
2023-02-07,winter_campaign,1000,836,4107,1720,1014,Email Marketing,Tablet,Windows,Firefox,Toronto,2023-02-07 08:00:28,2023-02-07 11:00:28,YouTube,780
2023-12-02,winter_campaign,1418,1030,2787,1551,887,Social Media,Desktop,Windows,Chrome,Hamilton,2023-12-02 07:37:21,2023-12-02 12:37:21,Google,119
2023-09-13,fall_campaign,988,888,2489,372,148,Social Media,Desktop,iOS,Safari,Edmonton,2023-09-13 00:29:17,2023-09-13 04:29:17,YouTube,492
2023-08-18,summer_campaign,1804,939,3428,3252,260,Social Media,Tablet,iOS,Firefox,London,2023-08-18 06:14:52,2023-08-18 08:14:52,Google,644
2023-12-22,winter_campaign,1173,982,3690,2923,2019,Search Engine,Desktop,iOS,Safari,Hamilton,2023-12-22 10:48:18,2023-12-22 15:48:18,Facebook,965
2023-07-28,summer_campaign,563,471,4237,2313,1796,Social Media,Mobile,iOS,Chrome,Ottawa,2023-07-28 22:50:05,2023-07-29 03:50:05,Google,205
2023-09-23,fall_campaign,1375,1067,1432,365,139,Email Marketing,Desktop,iOS,Firefox,Winnipeg,2023-09-23 13:13:07,2023-09-23 18:13:07,Google,508
2023-10-13,fall_campaign,1352,716,1358,348,280,Search Engine,Mobile,Android,Chrome,Toronto,2023-10-13 09:14:05,2023-10-13 12:14:05,Google,741
2023-02-06,winter_campaign,1260,985,2053,1678,1587,Social Media,Mobile,Windows,Chrome,London,2023-02-06 08:18:45,2023-02-06 11:18:45,Google,157
2023-08-22,summer_campaign,832,810,4759,1965,1130,Email Marketing,Tablet,Android,Chrome,Quebec City,2023-08-22 12:58:11,2023-08-22 13:58:11,YouTube,814
2023-12-10,winter_campaign,908,756,2011,1277,1173,Email Marketing,Desktop,iOS,Chrome,Vancouver,2023-12-10 08:22:39,2023-12-10 10:22:39,Facebook,861
2023-02-09,winter_campaign,1510,1316,4056,2840,1153,Social Media,Desktop,Android,Safari,Ottawa,2023-02-09 20:51:01,2023-02-09 23:51:01,Google,488
2023-11-30,fall_campaign,980,935,2144,1525,139,Social Media,Tablet,Android,Firefox,Montreal,2023-11-30 19:25:03,2023-11-30 22:25:03,Facebook,133
2023-02-12,winter_campaign,1162,545,3469,701,367,Social Media,Desktop,iOS,Chrome,Hamilton,2023-02-12 15:49:06,2023-02-12 19:49:06,YouTube,352
2023-09-26,fall_campaign,903,577,2727,625,490,Email Marketing,Tablet,Android,Firefox,Calgary,2023-09-26 16:21:48,2023-09-26 19:21:48,YouTube,119
2023-01-15,winter_campaign,1780,1523,1842,1055,276,Email Marketing,Tablet,Android,Firefox,Edmonton,2023-01-15 05:15:34,2023-01-15 08:15:34,Facebook,681
2023-01-01,winter_campaign,954,838,2878,1046,280,Email Marketing,Desktop,Android,Chrome,Montreal,2023-01-01 11:46:21,2023-01-01 12:46:21,Google,133
2023-11-15,fall_campaign,1147,694,1084,277,64,Search Engine,Desktop,Android,Chrome,Montreal,2023-11-15 12:41:33,2023-11-15 14:41:33,Google,211
2023-04-12,spring_campaign,1025,1004,1273,680,319,Social Media,Tablet,Android,Chrome,London,2023-04-12 17:41:21,2023-04-12 18:41:21,Facebook,777
2023-04-23,spring_campaign,1406,612,3085,2548,611,Email Marketing,Mobile,Android,Safari,Toronto,2023-04-23 11:32:34,2023-04-23 16:32:34,Google,875
2023-03-22,spring_campaign,1847,510,1017,95,37,Social Media,Tablet,Windows,Safari,Toronto,2023-03-22 15:35:12,2023-03-22 20:35:12,Google,296
2023-01-12,winter_campaign,1738,1032,1629,330,235,Social Media,Tablet,Windows,Firefox,Quebec City,2023-01-12 07:32:36,2023-01-12 12:32:36,Facebook,287
2023-08-03,summer_campaign,1964,1236,2308,315,148,Search Engine,Desktop,Android,Firefox,Hamilton,2023-08-03 12:43:22,2023-08-03 14:43:22,Google,516
2023-03-07,spring_campaign,570,489,1151,407,384,Email Marketing,Desktop,Android,Firefox,Winnipeg,2023-03-07 00:00:45,2023-03-07 01:00:45,YouTube,114
2023-12-26,winter_campaign,1845,1562,1367,1162,193,Search Engine,Tablet,Android,Safari,Hamilton,2023-12-26 02:38:12,2023-12-26 05:38:12,YouTube,567
2023-01-15,winter_campaign,1378,892,3889,857,98,Email Marketing,Mobile,Android,Safari,Toronto,2023-01-15 02:19:48,2023-01-15 04:19:48,Facebook,559
2023-12-28,winter_campaign,913,839,3946,1387,892,Search Engine,Mobile,Android,Chrome,Calgary,2023-12-28 16:21:50,2023-12-28 19:21:50,Google,543
2023-06-19,summer_campaign,1579,1351,2086,634,350,Email Marketing,Tablet,Android,Safari,Toronto,2023-06-19 13:24:49,2023-06-19 18:24:49,YouTube,100
2023-12-09,winter_campaign,1634,1214,1588,1399,117,Search Engine,Tablet,Windows,Chrome,Toronto,2023-12-09 14:25:16,2023-12-09 17:25:16,Facebook,784
2023-03-21,spring_campaign,1242,654,3159,1666,908,Email Marketing,Desktop,Windows,Safari,London,2023-03-21 09:09:20,2023-03-21 13:09:20,Facebook,109
2023-11-13,fall_campaign,750,410,4413,4268,362,Search Engine,Mobile,Android,Chrome,Calgary,2023-11-13 23:25:22,2023-11-14 04:25:22,Google,674
2023-09-28,fall_campaign,1992,1368,2013,204,81,Social Media,Mobile,iOS,Chrome,London,2023-09-28 03:42:32,2023-09-28 08:42:32,Facebook,134
2023-05-22,spring_campaign,1589,482,1191,1141,637,Social Media,Tablet,Android,Chrome,Toronto,2023-05-22 04:31:07,2023-05-22 05:31:07,Google,187
2023-04-30,spring_campaign,867,675,2939,2581,889,Search Engine,Desktop,Windows,Safari,Vancouver,2023-04-30 08:40:54,2023-04-30 10:40:54,Facebook,837
2023-05-29,spring_campaign,1320,897,2998,1406,652,Search Engine,Tablet,Android,Safari,Calgary,2023-05-29 00:43:29,2023-05-29 03:43:29,Google,787
2023-12-02,winter_campaign,1268,561,4584,4255,750,Email Marketing,Mobile,Windows,Safari,Toronto,2023-12-02 12:05:20,2023-12-02 14:05:20,Facebook,616
2023-08-11,summer_campaign,1052,927,4806,1291,394,Search Engine,Tablet,iOS,Safari,Winnipeg,2023-08-11 23:01:55,2023-08-12 04:01:55,YouTube,558
